isin,symbol,ex_date,type,factor_or_amount,detail,face_val,series,subject,source
INE457A01014,MAHABANK,2007-05-30,dividend,2.0,final,10,EQ,Agm/Dividend - 20%,nse-filing
INE347G01014,PETRONET,2007-05-30,dividend,1.25,final,10,EQ,Agm/Dividend-12.5%,nse-filing
INE301A01014,RAYMOND,2007-05-30,dividend,5.0,final,10,EQ,Agm/Dividend-50%,nse-filing
INE257A01018,BHEL,2007-05-31,bonus,0.5,1:1,2,EQ,Bonus 1:1,nse-filing
INE168A01017,J&KBANK,2007-05-31,dividend,1.15,final,1,EQ,Agm/Dividend - 115%,nse-filing
INE140A01024,PEL,2007-05-31,dividend,0.5,final,2,EQ,Agm/Final Dividend-25%,nse-filing
INE155A01022,TMPV,2007-06-01,dividend,3.0,final,2,EQ,Agm/Dividend-150%,nse-filing
INE567A01010,NIPPOBATRY,2007-06-04,dividend,6.25,final,5,EQ,Agm/Dividend - 125%,nse-filing
INE924A01013,SALORAINTL,2007-06-04,dividend,4.5,final,10,EQ,Agm/Dividend - 45%,nse-filing
INE269A01021,SONATSOFTW,2007-06-04,dividend,0.6,final,1,EQ,Agm/Dividend - 60%,nse-filing
INE020G01017,INSPIRISYS,2007-06-05,dividend,1.5,interim,10,EQ,Interim Dividend-15%,nse-filing
INE053B01019,BOSCHCHASY,2007-06-06,bonus,0.5,1:1,10,EQ,Bonus - 1:1,nse-filing
INE247G01024,COREEDUTEC,2007-06-06,split,0.2,10->2,2,EQ,Agm/Div-5%/Spl-Rs10tors2 Purpose Revised,nse-filing
INE141A01014,ORIENTBANK,2007-06-06,dividend,2.7,final,10,EQ,Agm/Dividend-27%,nse-filing
INE428A01015,ALBK,2007-06-07,dividend,3.0,final,10,EQ,Agm/Dividend - 30%,nse-filing
INE342A01018,PREMIER,2007-06-08,dividend,2.0,final,10,EQ,Agm/Dividend-20%,nse-filing
INE739A01015,MOSERBAER,2007-06-11,dividend,1.5,final,10,EQ,Final Dividend - 15%,nse-filing
INE308H01014,PRATIBHA,2007-06-11,dividend,0.4,final,2,EQ,Agm/Dividend - 20%,nse-filing
INE660F01012,PATNI,2007-06-12,dividend,3.0,final,2,EQ,Agm/Final Dividend-150%,nse-filing
INE939A01011,STAR,2007-06-12,dividend,2.0,final,10,EQ,Agm/Dividend-20%,nse-filing
INE073D01013,SUNDRMBRAK,2007-06-12,dividend,3.0,interim,10,EQ,3rd Interim Dividend-30% Purpose Revised,nse-filing
INE667A01018,SYNDIBANK,2007-06-12,dividend,1.3,final,10,EQ,Agm/Final Dividend-13%,nse-filing
INE398B01018,UMIYA-MRO,2007-06-12,dividend,1.0,final,5,EQ,Agm/Final Dividend-20%   Purpose Revised,nse-filing
INE021A01018,ASIANPAINT,2007-06-13,dividend,0.1,final,1,EQ,Agm/Dividend - 10%,nse-filing
INE485A01015,CENTENKA,2007-06-13,dividend,6.0,final,10,EQ,Agm/Dividend - 60%,nse-filing
INE183A01016,FINPIPE,2007-06-13,dividend,0.6,final,2,EQ,Agm/Dividend-30%,nse-filing
INE062A01012,SBIN,2007-06-13,dividend,14.0,final,1,EQ,Dividend-Rs.14/- Per Sh  Purpose Revised,nse-filing
INE429C01027,SINTEX,2007-06-13,dividend,0.48,final,1,EQ,Agm/Dividend - 48%,nse-filing
INE464A01028,BBL,2007-06-14,dividend,12.5,final,5,EQ,Agm/Dividend-250%,nse-filing
INE314A01017,CMC,2007-06-14,dividend,8.0,final,10,EQ,Agm/Dividend-80%,nse-filing
INE495A01022,DALMIASUG,2007-06-14,dividend,1.0,final,2,EQ,Dividend- 50%,nse-filing
INE077A01010,DENABANK,2007-06-14,dividend,0.8,final,10,EQ,Agm/Dividend-8%,nse-filing
INE221B01012,DYNAMATECH,2007-06-14,dividend,2.0,interim,10,EQ,Interim Dividend-20%     Purpose Revised,nse-filing
INE235A01022,FINCABLES,2007-06-14,dividend,1.4,final,2,EQ,Agm/Dividend - 70%,nse-filing
INE090A01013,ICICIBANK,2007-06-14,dividend,2.0,final,2,EQ,Agm/Dividend -100%,nse-filing
INE008A01015,IDBI,2007-06-14,dividend,1.5,final,10,EQ,Dividend-Rs.1.50 Per Sh,nse-filing
INE048G01018,NAVINFLUOR,2007-06-14,dividend,0.8,final,2,EQ,Agm/Dividend-40%,nse-filing
INE056C01010,TATAMETALI,2007-06-14,dividend,6.0,final,10,EQ,Agm/Dividend-60%         Bc End Date Revised,nse-filing
INE256C01024,TRIVENI,2007-06-14,dividend,0.15,interim,1,EQ,2nd Interim Dividend-15%,nse-filing
INE692A01016,UNIONBANK,2007-06-14,dividend,2.0,final,10,EQ,Agm/Final Dividend-20%,nse-filing
INE112A01015,CORPBANK,2007-06-15,dividend,1.0,final,2,EQ,Agm/Final Dividend-50%,nse-filing
INE727D01022,KSOILS,2007-06-15,dividend,0.15,final,1,EQ,Agm/Dividend-15%,nse-filing
INE705A01016,VIJAYABANK,2007-06-18,dividend,1.0,final,10,EQ,Agm/Dividend - 10%,nse-filing
INE434A01013,ANDHRABANK,2007-06-19,dividend,1.8,final,10,EQ,Agm/Final Dividend-18%,nse-filing
INE364A01012,JAYSREETEA,2007-06-19,dividend,1.25,final,5,EQ,Agm/Dividend-25%,nse-filing
INE197A01024,JYOTISTRUC,2007-06-19,dividend,0.6,final,2,EQ,Agm/Dividend-30%,nse-filing
INE176B01018,HAVELLS,2007-06-20,dividend,0.5,final,1,EQ,Agm/Dividend-50%,nse-filing
INE332A01027,THOMASCOOK,2007-06-20,dividend,0.5,final,1,EQ,Agm/Dividend-50%         Bc Start Date Revised,nse-filing
INE028A01013,BANKBARODA,2007-06-21,dividend,0.6,final,2,EQ,Agm/Dividend-30%,nse-filing
INE027A01015,RCF,2007-06-21,dividend,1.0,final,10,EQ,Dividend-10%,nse-filing
INE683A01015,SOUTHBANK,2007-06-21,dividend,0.25,final,1,EQ,Agm/Dividend-25%,nse-filing
INE442A01024,ASSAMCO,2007-06-22,dividend,0.1,final,1,EQ,Agm/Dividend-10%         Purpose Revised,nse-filing
INE042H01019,BINANICEM,2007-06-22,dividend,2.0,final,10,EQ,Agm/Dividend-20%,nse-filing
INE237A01010,KOTAKBANK,2007-06-22,dividend,0.07,final,1,EQ,Agm/Dividend-7%,nse-filing
INE614B01018,KTKBANK,2007-06-22,dividend,3.5,final,10,EQ,Agm/Dividend-35%,nse-filing
INE071A01013,BILVYAPAR,2007-06-25,dividend,2.5,final,10,EQ,Agm/Dividend-25%,nse-filing
INE517H01010,ADVANTA,2007-06-26,dividend,0.2,final,2,EQ,Agm/Dividend-10%,nse-filing
INE659D01019,SURANAIND,2007-06-26,dividend,1.2,final,10,EQ,Agm/Dividend-12%,nse-filing
INE117A01022,ABB,2007-06-28,split,0.2,10->2,2,EQ,Fv Split Rs.10/- To Rs.2/,nse-filing
INE296A01016,BAJFINANCE,2007-06-28,dividend,0.3,final,1,EQ,Agm/Dividend-30%,nse-filing
INE376G01013,BIOCON,2007-06-28,dividend,3.0,final,5,EQ,Agm/Dividend - 60%,nse-filing
INE836A01035,BSOFT,2007-06-28,dividend,0.7,final,2,EQ,Agm/Dividend-35%,nse-filing
INE501A01019,DEEPAKFERT,2007-06-28,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
INE184H01027,EKC,2007-06-28,dividend,1.0,final,2,EQ,Agm/Dividend-50%,nse-filing
INE507C01012,GODAVRFERT,2007-06-28,dividend,4.0,final,10,EQ,Dividend-40%,nse-filing
INE177B01016,IGS,2007-06-28,dividend,2.4,final,4,EQ,Agm/Dividend-60%,nse-filing
INE643A01035,JTEKTINDIA,2007-06-28,dividend,0.35,final,1,EQ,Agm/Dividend - 35%,nse-filing
INE115A01018,LICHSGFIN,2007-06-28,dividend,0.6,final,2,EQ,Agm/Dividend-30%,nse-filing
INE774D01016,M&MFIN,2007-06-28,dividend,0.4,final,2,EQ,Agm/Final Dividend-20%,nse-filing
INE288A01013,MAHSCOOTER,2007-06-28,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
INE084A01016,BANKINDIA,2007-06-29,dividend,1.5,final,10,EQ,Agm/Dividend-15%,nse-filing
INE647A01010,SRF,2007-06-29,dividend,2.0,final,10,EQ,Agm/Dividend - 20%,nse-filing
INE126A01023,EIDPARRY,2007-07-03,dividend,0.7,final,1,EQ,Agm/Dividend-70%,nse-filing
INE158B01016,EIMCOELECO,2007-07-03,dividend,3.5,final,10,EQ,Agm/Dividend-35%,nse-filing
INE667G01015,SAKSOFT,2007-07-03,dividend,0.2,final,1,EQ,Agm/Dividend-20%,nse-filing
INE190H01016,SAKUMA,2007-07-03,dividend,0.05,final,1,EQ,Agm/Dividend-5%,nse-filing
INE748C01020,3IINFOTECH,2007-07-05,dividend,2.0,final,10,EQ,Agm/Dividend-Rs.2 Per Sh,nse-filing
INE461C01020,GREENPLY,2007-07-05,dividend,0.3,final,1,EQ,Agm/Final Dividend-30%,nse-filing
INE786A01032,JKLAKSHMI,2007-07-05,dividend,0.5,final,5,EQ,Agm/Dividend - 10%,nse-filing
INE732A01028,KBL,2007-07-05,dividend,2.0,final,2,EQ,Final Dividend-100%,nse-filing
INE250A01021,KIRLOSOIL,2007-07-05,dividend,2.0,final,2,EQ,Agm/Final Dividend-100%,nse-filing
INE330H01018,RCOM,2007-07-05,dividend,0.5,final,5,EQ,Agm/Dividend-10%,nse-filing
INE491A01021,CUB,2007-07-06,dividend,0.4,final,1,EQ,Agm/Dividend-40%,nse-filing
INE089A01023,DRREDDY,2007-07-06,dividend,0.75,final,1,EQ,Dividend-75%,nse-filing
INE155G01029,NDTV,2007-07-06,dividend,0.8,final,4,EQ,Dividend - 20%,nse-filing
INE569C01020,ORIENTCER,2007-07-06,dividend,0.7,final,1,EQ,Agm/Final Dividend-70%,nse-filing
INE089C01029,STLTECH,2007-07-06,dividend,0.3,final,2,EQ,Agm/Dividend-15%,nse-filing
INE226A01021,VOLTAS,2007-07-06,dividend,1.0,final,1,EQ,Agm/Dividend-100%,nse-filing
INE274C01019,WENDT,2007-07-06,dividend,17.5,final,10,EQ,Agm/Dividend-175%,nse-filing
INE136B01020,CYIENT,2007-07-09,dividend,1.125,final,5,EQ,Agm/Dividend-22.5%,nse-filing
INE669A01022,INFOMEDIA,2007-07-09,dividend,2.0,final,10,EQ,Agm/Dividend-20%,nse-filing
INE220B01022,KPIL,2007-07-09,dividend,1.5,final,2,EQ,Agm/Dividend-75%,nse-filing
INE018I01017,MINDTREE,2007-07-09,dividend,1.0,final,10,EQ,Dividend-Rs.1/- Per Share,nse-filing
INE660A01013,SUNDARMFIN,2007-07-09,dividend,2.0,final,10,EQ,Agm/Final Dividend-20%,nse-filing
INE191B01025,WELCORP,2007-07-09,dividend,1.0,final,5,EQ,Agm/Dividend-20%,nse-filing
INE017A01032,GESHIP,2007-07-10,dividend,4.5,final,10,EQ,Final Dividend - 45%,nse-filing
INE158A01026,HEROMOTOCO,2007-07-10,dividend,17.0,final,2,EQ,Agm/Dividend-850%,nse-filing
INE571A01020,IPCALAB,2007-07-10,dividend,0.4,final,1,EQ,Agm/Final Dividend-40%,nse-filing
INE138C01024,KANORICHEM,2007-07-10,dividend,1.5,final,5,EQ,Agm/Dividend - 30%,nse-filing
INE326A01029,LUPIN,2007-07-10,dividend,1.0,final,2,EQ,Agm/Dividend-50%,nse-filing
INE258A01016,BEML,2007-07-11,dividend,4.0,interim,5,EQ,2nd Interim Dividend-80%,nse-filing
INE482A01012,CEAT,2007-07-11,dividend,1.8,final,10,EQ,Agm/Dividend-18%,nse-filing
INE302A01020,EXIDEIND,2007-07-11,dividend,0.35,final,1,EQ,Agm/Dividend-35%,nse-filing
INE602A01023,PCBL,2007-07-11,dividend,0.2,final,1,EQ,Agm/Dividend-20%,nse-filing
INE838E01017,PONNIERODE,2007-07-11,dividend,0.9,final,10,EQ,Agm/Dividend-9%,nse-filing
INE280A01010,TITAN,2007-07-11,dividend,0.5,final,1,EQ,Agm/Dividend-50%,nse-filing
INE149A01025,TUBEINVEST,2007-07-11,dividend,1.5,final,2,EQ,Agm/Dividend-75%,nse-filing
INE045A01017,ADOR,2007-07-12,dividend,12.0,final,10,EQ,Dividend-Rs.12/- Per Sh,nse-filing
INE120A01026,CARBORUNIV,2007-07-12,dividend,0.75,final,1,EQ,Final Dividend - 75%     Bc End Date Revised,nse-filing
INE486A01013,CESC,2007-07-12,dividend,0.35,final,1,EQ,Agm/Dividend-35%,nse-filing
INE169A01023,COROMANDEL,2007-07-12,dividend,1.0,final,1,EQ,Agm/Dividend - 100%,nse-filing
INE202B01012,DHFL,2007-07-12,dividend,1.5,final,10,EQ,Agm/Final Dividend-15%,nse-filing
INE369A01029,EXCELINDUS,2007-07-12,dividend,0.5,final,5,EQ,Agm/Dividend-10%,nse-filing
INE512B01022,FCSSOFT,2007-07-12,dividend,0.15,final,1,EQ,Final Dividend-15%       Purpose Revised,nse-filing
INE302H01017,GTNTEX,2007-07-12,dividend,0.9,final,10,EQ,Agm/Dividend- 9%,nse-filing
INE332H01014,INDOTECH,2007-07-12,dividend,4.5,final,10,EQ,Dividend-45%,nse-filing
INE036D01010,KARURVYSYA,2007-07-12,dividend,2.0,final,2,EQ,Agm/Dividend-100%,nse-filing
INE162B01018,LUMAXIND,2007-07-12,dividend,4.5,final,10,EQ,Agm/Dividend-45%,nse-filing
INE868B01028,NCC,2007-07-12,dividend,0.4,final,2,EQ,Agm/Dividend-20%,nse-filing
INE191A01019,ORCHIDPHAR,2007-07-12,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
INE790C01014,PATSPINLTD,2007-07-12,dividend,0.6,final,10,EQ,Agm/Dividend- 6%,nse-filing
INE455B01016,PHOENIXLL,2007-07-12,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
INE152A01029,THERMAX,2007-07-12,dividend,2.6,final,2,EQ,Agm/Final Dividend-130%,nse-filing
INE710A01016,VSTIND,2007-07-12,dividend,20.0,final,10,EQ,Dividend-Rs.20/- Per Sh,nse-filing
INE050A01017,BBTC,2007-07-13,dividend,0.6,final,2,EQ,Agm/Dividend-30%,nse-filing
INE463A01020,BERGEPAINT,2007-07-13,dividend,0.2,final,1,EQ,Agm/Final Dividend-20%,nse-filing
INE500A01029,DCW,2007-07-13,dividend,0.1,final,2,EQ,Agm/Dividend - 5%,nse-filing
INE205B01023,ELECON,2007-07-13,dividend,0.75,final,1,EQ,Dividend-75%,nse-filing
INE878A01011,GVPIL,2007-07-13,dividend,10.0,final,10,EQ,Agm/Dividend-100%,nse-filing
INE967C01018,KAMATHOTEL,2007-07-13,dividend,2.5,final,10,EQ,Agm/Dividend-25%,nse-filing
INE473A01011,LINDEINDIA,2007-07-13,dividend,2.5,final,10,EQ,Agm/Dividend-25%,nse-filing
INE151A01013,TATACOMM,2007-07-13,dividend,4.5,final,10,EQ,Dividend-Rs.4.50 Per Sh,nse-filing
INE670A01012,TATAELXSI,2007-07-13,dividend,7.0,final,10,EQ,Agm/Dividend-70%,nse-filing
INE398A01010,VENKEYS,2007-07-13,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
INE085A01013,CHAMBLFERT,2007-07-16,dividend,1.8,final,10,EQ,Dividend-18%,nse-filing
INE296H01011,EMKAY,2007-07-16,dividend,1.25,final,10,EQ,Agm/Dividend-12.5%,nse-filing
INE371D01029,GEODESIC,2007-07-16,dividend,0.2,final,2,EQ,Agm/Final Dividend-10%,nse-filing
INE371A01025,GRAPHITE,2007-07-16,dividend,1.0,final,2,EQ,Agm/Spl &Fin Dividend-50%,nse-filing
INE630A01016,SESHAPAPER,2007-07-16,dividend,0.7,final,2,EQ,Dividend-35%,nse-filing
INE435C01024,TEXINFRA,2007-07-16,dividend,0.4,final,1,EQ,Agm/Dividend-40%,nse-filing
INE806C01018,TIL,2007-07-16,dividend,3.0,final,10,EQ,Agm/Dividend-30%,nse-filing
